name,image,serving_size,prep_time_in_mins,cook_time_in_mins,ingredients,instructions,is_vegetarian,is_breakfast,is_lunch,is_snack,is_dinner,energy_per_serving_kcal,carbohydrate_per_serving_g,protein_per_serving_g,fat_per_serving_g,fiber_per_serving_g
Tomato Fish Curry,"https://static.wixstatic.com/media/05c508_1444b06c6fc54124a3d2c5f72c0aeea5~mv2_d_1672_1338_s_2.jpg/v1/fill/w_740,h_592,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_1444b06c6fc54124a3d2c5f72c0aeea5~mv2_d_1672_1338_s_2.jpg",4,25,25,"Fish (Mrigal) 1 lb,Onion sliced 1 cup,Garlic sliced 1/4 cup,Salt to taste,Turmeric powder 1/2 tsp,Red chili powder 1 tsp,Coriander powder 1 tsp,Roasted cumin powder 1 tsp,Tomato cubed 1 lb,Water 4 cups,Lime juice 1 tbsp,Green chili 4-5 pcs,Coriander leaves to garnish","
Heat oil in a large pan, add sliced garlic and onions. Saute until the onions are translucent.  

Add turmeric powder, coriander powder, red chilli powder, roasted cumin powder. Saute for couple minutes over high heat, add water as required.   

Add cubed tomato pieces and stir everything together. Cover and cook under medium heat, until the tomatoes have released water and are tender. Using a masher, mash the tomatoes into a puree.  

Add 4 cups of water, cover and cook until the gravy starts to simmer.  

Place fish into the sauce, cover and carefully simmer for about 10 mins. Give everything a stir occassionally  

Add lime juice, split green chilli and chopped coriander leaves.  

Once the fish is cooked, remove the pan from heat. ",0,0,1,0,1,250,14,25,10,3
Lau Daal,"https://static.wixstatic.com/media/05c508_f33a304071b845ea87403741e81924b0~mv2.jpg/v1/fill/w_740,h_416,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/05c508_f33a304071b845ea87403741e81924b0~mv2.jpg",4,25,25,"Lau 400 gm,Moong daal 1 cup,Onion sliced 1 tbsp,Garlic sliced 1 tbsp,Turmeric powder 1/4 tsp,Green chili 4 pcs,Salt to taste,Coriander leaves 1/4 cup,Tarqa: Paanch phoron 1 tsp,Mustard oil 4 tbsp,Onion 1/4 cup,Garlic sliced 1/8 cup (2 tbsp),Dry red chili 3 pcs






","Cooking Directions

  

Dry roast moong daal until it turns slightly brown. Remove from heat and let it cool.   

Soak in water for 30 mins. Rinse and set it aside.  

  

Heat a large saucepan at medium flame. Add soaked moong daal, sliced onions, sliced garlic, turmeric powder and salt. Add 4 cups of water, cook daal for 30 mins until it softens.  Boil longer if needed.  

Mash moong daal using a hand mixer.  

Add chopped lau / bottle gourd pieces and cook for another 15 mins until lau is tender.  

 

 

Tarqa

 

In a separate pan, add 3 tbsp mustard oil, 1/2 tsp panch phoron, sliced onions, garlic and dry red chilli. Fry until golden brown. Remove from heat and transfer everything onto the daal saucepan. 

 

Simmer daal for couple minutes, add coriander leaves and green chilli. 

Remove from heat and serve hot with rice.

 

 

Enjoy!",1,0,1,0,1,229,19,5,16,5
Fish Dopeyaji,"https://static.wixstatic.com/media/05c508_1dcfdae9dad44553a348f473c85ac2f9~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_1dcfdae9dad44553a348f473c85ac2f9~mv2.jpg",4,25,25,"Rohu fish 5 pcs,Onion sliced 1 cup,Turmeric powder 1/2 tsp,Red chili powder 3/4 tsp,Salt to taste,Tomato diced 1 cup,Water 1 cup,Roasted cumin powder 1/2 tsp","Cooking Directions 

  

Wash, de-scale and clean the fish.    

Marinate fish pieces with 1 tbsp lime juice, 1/4 tsp turmeric powder, 1/4 tsp red chilli powder and salt as per taste. Coat all sides equally. Heat oil in a pan and fry the fish pieces until it's golden brown. While frying the fish, fry the skin-side first and then complete the remaining sides. Remove and set aside.  

In the same pan, prepare the gravy. Add onions and sauté at medium heat until they are translucent. Add salt while sautéing, it helps the onions to release water and cook faster.   

Add red chilli powder, turmeric powder and sauté for approximately 5 minutes. Add water as required. You should see the oil to start surfacing on the top.   

Add tomatoes and 1 cup water, continue to cook for another 5-10 minutes to form the gravy.   

Add the fish pieces and let it cook for 5 minutes. Flip the fish pieces in the gravy so all sides cook equally.   

Add roasted cumin powder. Let t simmer for couple minutes, then remove from heat. 

 

Serve hot with rice! Enjoy!",0,0,1,0,1,197,8,19,11,2
Chicken Papaya,"https://static.wixstatic.com/media/05c508_1c940ca5e56b48b09ef06c59a70dce3f~mv2.jpg/v1/fill/w_740,h_416,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/05c508_1c940ca5e56b48b09ef06c59a70dce3f~mv2.jpg",4,30,40,"Green papaya 250 grams,Chicken legs 750 grams,Carrots 250 grams,Oil 1/4 cup,Onion sliced 1 cup,Garlic paste 1 tsp,Ginger paste 1 tsp,Red chili powder 1 tsp,Turmeric powder 1/2 tsp,Coriander powder 1 tsp,Raw cumin powder 1/2 tsp,Roasted cumin powder 1/2 tsp,Garam masala powder 1/2 tsp,Cinnamon 2 sticks,Cloves 4 pcs,Bay leaves 2 pcs,Cardamom 4 pcs,Black peppercorns 8-10 pcs,Green chili 4 pcs,Salt to taste","  

Wash, peel and cut green papaya in small 2-inch size pieces.   

Wash, peel and cut carrot in small pieces.  

Wash and clean chicken pieces. 

 

 

 

Directions

 

Heat oil in a pan over medium heat, add sliced onion and sauté until translucent. Add raw garam masala; black peppercorns, cardamom, cloves and bay leaves, along with chicken pieces. Stir and mix everything together with the spices. The caramelized onions will adds flavour into the chicken. Add red chilli powder, coriander powder, turmeric powder, raw cumin powder, garlic paste, ginger paste and salt to taste. Give everything a good mix and sauté over med-high heat for couple minutes. Add 1/2 cup water, close lid and cook for 5 mins over high heat (stir occasionally in between). Add green papaya, carrots and cook under closed lid again for 5 minutes, stirring occasionally. Add 1 1/2 cup water, reduce heat to medium flame and cook for 20 mins under closed lid. 

Remove lid and check if the vegetables are cooked, if not, you can cook for another couple minutes. Add garam masala powder, roasted cumin powder, green chillies. Remove from heat. ",0,0,1,0,1,621,20,37,43,5
Patishapta Pitha,https://media.istockphoto.com/id/1363066956/photo/patishapta-is-a-type-of-pithe-it-is-a-light-cr%C3%AApe-filled-with-either-kheer-or-a-coconut-and.jpg?s=612x612&w=0&k=20&c=djulOu-j7gGG684dkt5wGVrlM67O-PQA7st2PTrNWi0=,7,20,25,"Pitha Batter: Rice flour 1 cup,Suji/Semolina 1/2 cup,White all-purpose flour 1/2 cup,Salt to taste,Water (warm) 2 1/2 cups,Pitha Filling: Evaporated milk 1 1/2 cups,Suji/Semolina 2 tbsp,Ghee 1 tbsp (optional),Gur/Jaggery 2 tbsp","In a bowl, add rice flour, suji/samolina, white flour, salt. Mix all dry ingredients together. Add water in small amounts while whisking all ingredients together. Make sure there are no lumps in the batter.

Rest it for 15 minutes.

 

Heat a pan at medium flame, grease the bottom of the pan with oil. Add evaporated milk, suji (samolina), ghee, gur and mix all ingredients well. Continuously stir until the evaporate milk reduces and the mixture forms a thick paste. Remove the pan from heat and keep aside to be used as filling for the pitha. 

 

Heat a non stick pan (medium-high heat), grease the bottom with oil. Gently stir the batter and pour a spoonful of batter onto the centre of the pan. Slightly move/twist the pan so the batter distributes all sides making a round shape. Allow for one side to cook well (roughly 2 mins). Using a spoon, add the filling to one side and start rolling the pitha from one side until the end. Be careful as the pitha will be very hot! Remove pitha and grease the pan again before making next pitha. 

 

Serve hot or cold! Enjoy the sweetness!

",1,0,0,1,0,221,36,6,5,1
Gajorer Halwa,https://cdn.create.vista.com/api/media/small/533375074/stock-photo-gajar-halwa-also-known-gajorer-halua-gajrela-gajar-pak-carrot,6,15,30,"Carrot 4 cups,Milk 2 cups,Sugar 1/2 cup,Ghee 3 tbsp,Chana/Ricotta cheese 1 cup,Cardamom powder 1/2 tsp,Pistachio diced 1/2 cup","Wash, peel and grate the carrots.

 

Add the grated carrots and milk in a heated pan. Bring the whole mixture to a boil in low medium flame. Allow the milk to simmer and reduce to almost 75%, add sugar and ghee. Stir well and continue to simmer at low flame, add chana/ricotta cheese. Mix all the ingredients well, add cardamom powder and sliced pistachio. Gently stir everything together, stir fry for couple minutes and remove the pan from heat.

 

Serve hot! Garnish with sliced pistachio or almonds.",1,0,0,1,0,286,33,8,16,3
Cauliflower Fritters,"https://static.wixstatic.com/media/05c508_6857b86dd91d4a95af56e5812ac7ddf1~mv2.jpg/v1/fill/w_740,h_498,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_6857b86dd91d4a95af56e5812ac7ddf1~mv2.jpg",6,15,20,"Cauliflower (cut into florets) 1,Flour 1 cup,Chickpea flour 1 cup,Red chili powder 1.5 tbsp,Salt to taste,Baking soda 1/4 tsp,Ginger 1/2 tsp,Garlic 1/2 tsp","1) Mix in flour, Chickpea Flour (Besan) , Red Chilli Powder, Salt , Ginger and Garlic in a bowl. Pour 1.5 cup of water required and whisk the batter to a smooth consistency. ( Don't make it too watery, add the water as required.)

3) Blanch the cauliflower in hot water for at least 2 minute. Drain the water and dry the cauliflower.

4) Dip them into the batter and deep fry in hot oil.

5) Serve warm.",1,0,0,1,0,164,30,8,2,5
Spinach Fritters,"https://static.wixstatic.com/media/05c508_a3e78b01627b4c3f849279dd584741ea~mv2.jpg/v1/fill/w_350,h_350,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/05c508_a3e78b01627b4c3f849279dd584741ea~mv2.jpg",4,10,15,"Spinach 1 bunch,Green chili 2 pcs,Chickpea flour 1/2 cup,Red chili powder 1 tsp,Salt to taste,Baking soda 1 pinch,Onion 1/2 cup,Water 1/2 cup






","1) Mix in Chickpea Flour (Besan) , Red Chilli Powder, Salt , Onion, Green Chilli, Baking Soda  in a bowl. Pour 1.5 cup of water required and mix it well. ( Don't make it too watery, add the water as required.) 

3) Fry them in medium heat pan.

4) Serve warm.",1,0,0,1,0,68,11,4,1,3
Nargisi Kofta,"https://static.wixstatic.com/media/05c508_de9e767b12b242d88190a6ee9c94119b~mv2.jpg/v1/fill/w_740,h_480,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/05c508_de9e767b12b242d88190a6ee9c94119b~mv2.jpg",4,20,30,"Eggs 4,1 cup ground mutton (keema),1 tsp chili flakes,Salt to taste,1 tsp garam masala,1/2 tsp ginger,Coating: White flour,Bread crumbs,Egg wash","Boil the eggs and keep it aside.

 

In a bowl, add ground mutton, chilli flakes, garam masala, ginger and salt to taste. Mix all ingredients well.

Take small amounts of kabab mixture, flattened into your palm. Cover the egg fully with kabab mixture on all sides. Make sure the coating is equal on all sides. Similarly, coat all eggs with kabab mixture.

 

Coat the kababs with egg wash, followed by white flour and bread crumbs. Repeat same process for all kababs.

Keep it aside for 30 mins.

 

Deep fry the eggs in medium high heat oil. Cook all sides equally and it's golden brown.

 

Serve immediately! Enjoy!",0,0,1,1,1,250,12,19,15,1
Doi Bora,"https://static.wixstatic.com/media/05c508_d1094db80123409ca28d8e33c9c09168~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_d1094db80123409ca28d8e33c9c09168~mv2.jpg",6,15,20,"Maskalai dal/Urad dal 1 cup (soaked for min 6 hours),Plain yogurt 2 cups,Salt,Roasted chili powder,Roasted cumin powder,Tamarind 1/2 cup,Sugar 2 tbsp,Black salt 1/4 tsp","Soak Mashkalai daal / Urad dal  minimum 6hrs.  

Drain and blend it fine adding ginger , green chilli (add water as needed to blend)  

Once it blends well, beat well to make it lighter and fluffy (as shown in the video)  

Meanwhile, add 2tsp of salt in 4 cups of water  

Fry the dumpling/ boras in medium heat  

Soak the fried dumplings/bora immediately in the water mix for 15mins.  

Squeeze water gently out of  the dumplings/ bora and spread yogurt (blended with salt,roasted chilli, roasted cumin) over it. 

Garnish with roasted chilli powder, roasted cumin powder , tamarind chutney and some coriander leaves",1,0,0,1,0,139,22,6,2,4
Cabbage Fritters,https://thumbs.dreamstime.com/z/carrot-fritters-herbs-plate-40598540.jpg,4,15,15,"Cabbage sliced 1 1/2 cup,Rice flour 1/2 cup,White flour 1/4 cup,Green chili chopped 2 pcs,Onion sliced 1, Egg 1,Salt to taste,Water 1/4 cup","In a bowl, add sliced cabbage with rice flour, white flour, chopped green chili, sliced onion, egg and salt to taste. Mix it well, add little amounts of water to make batter (approximately 1/4 cup).

 

Heat oil in a skillet at medium-high temperature. When the oil is hot, make small fritter balls and drop it in the hot oil. Be careful of hot oil! Fry until they are crisp and golden on both sides.

 

Remove to a paper towel, drain excess oil from fritters. Serve hot with tomato ketchup or any chutney of your choice!

 

Enjoy!!",1,0,0,1,0,120,22,4,2,2
Dudh Puli Pitha,"https://static.wixstatic.com/media/05c508_c16b689af2464089af98410bcbbf6238~mv2_d_2031_1231_s_2.jpg/v1/fill/w_740,h_449,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/05c508_c16b689af2464089af98410bcbbf6238~mv2_d_2031_1231_s_2.jpg",8,25,40,"Filling: Ground coconut 1 cup,Melted jaggery/Gur 1/4 cup,Cinnamon 1 stick,Cardamom 3 pcs,Pitha Dough: Oil 1 tsp,Water 1 cup,Salt to taste,Rice flour 1 cup,Milk Ingredients: Milk 1 litre,Sugar 1/4 cup,Ground coconut 2 tbsp,Melted jaggery/Gur 1/4 cup","On a heated pan, add ground coconut, melted jaggery/gur, cinnamon and cardamom. Stir and mix all ingredients together until the mixture becomes slightly sticky. Remove from heat and keep aside to be used as filling.

 

 

Add 1 tsp oil in a heated saucepan, add water and salt to taste. Let the water come to a boil and add rice flour. Close lid and reduce heat to low flame and let it cook for  5 minutes. After 5 minutes, stir the mixture to form a soft dough. Remove dough onto a plate and while the dough is still warm, knead well (allow it to cool slightly if it's too hot!). Adjust water and flour as required while kneading. Divide dough into small equal sized balls and roll them into thin round circles. You can also use a cutter to cut out round circles.

 

Add the coconut filling on one side in each pitha. Fold and twist the edges to close the pitha. Set aside. 

 

In a heated pan, add milk and sugar. Once the milk starts to boil, add the pithas. Add ground coconut and let the pithas cook for 10-15 minutes at medium-low heat. Stir gently so the milk does not burn at the bottom of the pan, careful to not break the pithas while stirring. Once the pithas are cooked, turn off the heat and add melted jaggery. Gently stir and mix it with the thickened milk. 

 

Serve warm or at room temperature. Enjoy! ",1,0,0,1,0,252,39,5,9,1
Potato Egg Kabab,"https://static.wixstatic.com/media/05c508_520503f0f00a4edb8c3b7a9e93327459~mv2_d_1349_1231_s_2.jpg/v1/fill/w_740,h_675,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_520503f0f00a4edb8c3b7a9e93327459~mv2_d_1349_1231_s_2.jpg",6,20,25,"Potatoes 2 (boiled and mashed),Eggs 2 (boiled),Onion 1 chopped,Black pepper 1/2 tsp (optional),Green chili 3 pcs,Coriander leaves 1/4 cup,Salt to taste,For Batter Mix: Plain flour 1/2 cup,Rice flour 1/4 cup,Red chili powder 1 tsp,Salt to taste,Water 1/4 cup","1. In a bowl shred potatoes , eggs and mix it with chopped onion, green chilli , coriander and salt (black pepper optional.) Shape the mixture like a kabab or chop (as shown in the video).

 

2. Now for the batter mix , combine flour , rice flour , red chilli , a little beat of salt and water. 

 

3. Dip the kabab in the batter and shallow fry .

 

 

Enjoy!",0,0,1,1,1,131,24,5,2,2
Chicken Lollipop,"https://static.wixstatic.com/media/05c508_a0d733836d6e4dc8b4039acc1f6678e3~mv2_d_2100_2100_s_2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_a0d733836d6e4dc8b4039acc1f6678e3~mv2_d_2100_2100_s_2.jpg",5,20,20,"Chicken wings 5 pcs,Soy sauce 1 tbsp,Salt to taste,Black pepper 1 tsp,Ginger paste 1/2 tsp,Garlic paste 1/3 tsp,Batter: All-purpose flour 4 tbsp,Corn starch 2 tbsp,Red chili paste 2 tbsp,Paprika 1 tsp,Egg 1","Lollipop chicken is best made with chicken wings. Using a sharp knife, make a cut all of the way around the leg just below the knuckle, cutting through the skins and tendons. Push the meat and shape them to balls on one side, place them all on a plate. Marinade the chicken pieces with soya sauce, black pepper, ginger, garlic paste and salt to taste. Leave it to marinade for 15-20 minutes.

 

 

In a bowl, add all purpose flour, corn starch, red chilli paste, Egg and paprika. Mix all ingredients well, add water as required (approximately 1/2 cup) to make the batter. Dip the chicken lollipop pieces into the batter gently to coat evenly.

 

 

Deep fry them in hot oil, at low medium flame for roughly 15 minutes. Serve hot with sauce!",0,0,0,1,0,152,9,10,8,1
Shrimp Pakora,"https://static.wixstatic.com/media/05c508_4637c211db2447dda0fa94d5efba8e53~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_4637c211db2447dda0fa94d5efba8e53~mv2.jpg",5,15,20,"Shrimps 10 pcs,White bread 5 pcs,Onions finely chopped 1/4 cup,Green chili finely chopped 3 pcs,Garlic paste 1/2 tsp,Red chili powder 1/4 tsp,Roasted cumin powder 1/4 tsp,Coriander leaves 1/4 cup,Soy sauce 1 tsp,Salt to taste","Rinse, clean and devein the shrimp by peeling the shell from it.   

Trim the edges of bread slices and cut it in small cubes. Transfer to a plate and keep aside. 

 

 

Cooking Directions

  

Cut shrimps into fine small pieces and transfer to a mixing bowl  

Add finely chopped onions, green chilli, red chilli powder, roasted cumin powder, minced garlic, soy sauce, chopped coriander leaves. Add salt as needed.   

Mix everything together and make small shrimp balls.   

Coat the shrimp balls with cubed white bread pieces. Using your hand, press from all corners and shape them into balls.   

Repeat same process for all shrimp balls.   

Place them on a plate and referigerate for 20 minutes, this will helps from falling apart during frying.  

  

Heat enough oil in a pan to deep fry at medium high heat.  

Check if oil is hot by dropping a small piece of dough, it should surface up to the top of the oil.   

Carefully drop the shrimp balls into the hot oil and fry for 2 mins in each side until golden brown.   

Remove and drain excess oil on paper towels.  

 

Serve hot and alongside sweet chilli sauce. ",0,0,0,1,0,112,14,10,2,1
Fried Egg Sandwich,"https://static.wixstatic.com/media/05c508_953af06e8f46493cbd3471c4049bc415~mv2_d_5092_3648_s_4_2.jpg/v1/fill/w_740,h_530,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_953af06e8f46493cbd3471c4049bc415~mv2_d_5092_3648_s_4_2.jpg",4,20,15,"Chutney: Coriander leaves 1 cup,Mint leaves 1/4 cup,Garlic 1-2 cloves,Ginger 1 slice,Green chili 2 pcs,Roasted cumin powder 1/4 tsp,Sugar 1 tsp,Salt to taste,Lime juice 1 tbsp,Spicy Mashed Potato: Potatoes boiled 3-4 pcs,Coriander leaves chopped 1 tbsp,Green chili chopped 1 pc,Red chili powder 1/2 tsp,Salt to taste,Batter: Gram flour/Besan 1.5 cup,Garam masala 1/4 tsp,Red chili powder 1/4 tsp,Salt to taste,Water as required to make smooth batter,Slice bread 2 pcs,Hard boiled egg 1 sliced","Chutney: 

In a blender add coriander leaves, mint leaves, garlic, ginger, green chilli, roasted cumin powder, sugar, salt and lime juice.   

Blend everything together to make chutney.   

Set aside 

 

Spicy Mashed Potato: 

Boil potatoes for 12-15 minutes over stove top. Mash them onto a bowl using a masher.   

Add chopped coriander leaves, chopped green chilli, red chilli powder and salt to taste. Stir and mix everything well.   

Set aside 

 

Besan batter: 

In a separate bowl take besan / gram flour, roasted garam masala, red chilli powder and salt to taste.   

Add water in small amounts, whisking together to form a smooth batter to dip the bread sandwich.  

 

Egg Sandwich: 

Boil an egg in a saucepan for 13 minutes until it is fully boiled. Slice the egg into thin slices.   

Take 2 slices of bread and apply a layer of chutney on one side of each bread. Add a layer of spicy mashed potato on top of chutney, add 2 slices of eggs. Place the second bread on top and pat it down.   

Heat 4 tbsp of oil in a frying pan over medium heat.   

Dip the sandwich into the besan batter on both sides, transfer onto the hot pan and fry the sandwich on both sides until golden brown.   

Remove onto a paper towel and drain excess oil.  

 

Serve hot alongside ketchup or chutney! Enjoy!",1,0,0,1,0,322,55,14,3,7
Deep Fried Masala Chicken,"https://static.wixstatic.com/media/05c508_9e110b5842af4facb3ab97a2973c63ca~mv2.jpg/v1/fill/w_740,h_416,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/05c508_9e110b5842af4facb3ab97a2973c63ca~mv2.jpg",8,25,30,"Chicken legs 8 pcs,Lime juice 4 tbsp,Onion paste 2 tbsp,Ginger paste 1 tbsp,Garlic paste 1 tbsp,Salt to taste,Corn flour 2 tbsp,Gram flour 2 tbsp,Plain yogurt 3 tbsp,Garam masala 1 tsp,Red chili powder 1 tbsp,Black pepper 1/2 tsp,Cumin powder 1 tsp,Coriander powder 1 tsp,Chat masala 1 tbsp",,0,0,1,1,0,228,5,24,12,1
Healthy Zucchini Chicken Soup,https://media.istockphoto.com/id/134707255/photo/chicken-soup.jpg?s=612x612&w=0&k=20&c=Ilv-STakmfepHkoAo7L-rEdVkAIwMwcCZuipwWGHcJI=,4,20,25,"Olive oil 2 tbsp,Onion sliced 1 cup,Garlic sliced 3 cloves,Zucchini 3,Chicken stock 2 cups,Water 2 cups,Salt to taste,Black pepper 1/2 tsp,Sour cream 1.5 tbsp,Parmesan cheese,Cooked shredded chicken 1 cup","Dice the chicken into 1/2-1 inch bite size pieces. In a large stock pot over medium heat, pour 1 Tablespoon of the olive oil. Add the chicken and cook until thoroughly cooked and no longer pink, about 7-10 minutes. Take out of the pot and set aside.  

Add the 2 Tablespoon olive oil to a a cooking pot, keeping it at medium heat. Add the sliced onion , garlic and cook 5-6 minutes or until the onion is starting to get soft.  

Add in the chopped zucchini, and chicken broth. Bring to a boil and cook about 20 minutes, stirring often, or until the zucchini are soft and tender.  

Add salt and black pepper  

Using a hand blender, puree the zucchini in the pot until it reaches a smooth consistency. stir and cook until heated through.  

Add sour cream and Parmesan cheese  

Serve hot with Parmesan cheese and crackers.  

  

Enjoy :) 

  ",0,0,0,1,1,183,10,15,10,2
Chicken Pakora,https://media.istockphoto.com/id/1511077926/photo/indian-chicken-pakora-with-lemon-and-onion-close-up-photo.jpg?s=612x612&w=0&k=20&c=g_C6UPQ_EMkIttx-MV7GWQLyY8srWysAN22y8b7Y7ug=,4,15,20,"Chicken thigh 1 cup,Lime juice 1 tbsp,Salt to taste,Garlic paste 1/2 tsp,Ginger paste 1/2 tsp,Garam masala 1/2 tsp,Paprika 1/2 tsp,Cayenne pepper 1/4 tsp,Gram flour 1/4 cup,Water 2 tbsp,Pinch of baking soda,Cooking oil to fry.","1. Cut chicken into small cubes and add them to a bowl.

2. Mix lime juice, salt, ginger paste, garlic paste, paprika powder, garam masala, cayenne pepper, and 2 tablespoons of water in a bowl.

3. Now add the besan/gram flour and a pinch of baking soda to the bowl containing the chicken cubes and mix well.  

4. Heat the oil in a pan and fry the chicken cubes until they become golden brown. 

5. Serve hot with ketchup or mint chutney. 

6. Enjoy!",0,0,0,1,0,131,6,8,9,1
Aloor Singara,https://media.istockphoto.com/id/474182279/photo/samosa-is-an-indain-fried-or-baked-pastry.jpg?s=612x612&w=0&k=20&c=QNC690bBCw7mjD0cVs2frrBuU22_n7yJ1q8pdG-HPcQ=,6,25,25,"Plain flour/Maida 2 cups,Salt 1/2 tsp,Cooking oil 5 tbsp,Cold water 1/2 cup,Boiled potato 3,Red chili 2 pcs,Panch Phoron 1 tsp,Coriander seeds 1 tsp,Green chili 3 pcs,Sliced ginger 1 tsp,Peanut 2 tbsp","For Singara Dough:

1. In a large plate or a bowl take plain flour/maida, salt, 5 tablespoons of cooking oil.

2. Mix the flour with your hand till you get a breadcrumb-like consistency.

3. When you press a portion of the mixture, it should hold together and not crumble (as shown in the video).

4. Add cold water as required to make a smooth and tight dough (approx 1/2 cup).

5. Rest the dough for 30 min.


For the stuffing:

1. In a pan roast red chilies, panch phoron, coriander seeds and grind them using mortar and pestle.

2. Pound 1 teaspoon of ginger and green chili also using mortar and pestle

3. Heat 2 tablespoon of oil, add peanuts, green chili-ginger mix, chili panch phoron and coriander mix, a little bit of turmeric, half-boiled potato cubes, and salt to taste.


Frying Singara:

1. Heat oil over medium heat.

2. Turn over frequently and maintain low heat.

3.  Enjoy!",1,0,0,1,0,337,44,7,14,3
Potato Chicken Cutlets,https://media.istockphoto.com/id/1471013619/photo/delicious-hearty-vegetarian-or-vegan-dish-in-the-form-of-cutlets-or-patties.jpg?s=612x612&w=0&k=20&c=vr7jAnWToSLLt3iDjGAntTYNOlzq6nxS544gBNDOjdo=,6,20,20,"Shredded chicken 400 gm,Turmeric 1/2 tsp,Black pepper 1/2 tsp,Chicken boiled water to sauté,Boiled/mashed potatoes 2 medium size,Coriander,Salt,Red or green chili","1. Add the boneless chicken , 1/2 teaspoon of turmeric , black pepper and salt in a pan and cook for 20 min.


2.  Remove the chicken, shred with two forks.


3.  In a large pan add 1 table spoon of cooking oil, 1/2 cup of chopped onion (saute until translucent), 1 tablespoon of ginger garlic paste. 


4. Return the shredded chicken, add 4 tbsp of  chicken boiled water , mashed boiled potatoes, cilantro and red chili . 


5. Remove from the stove and cool


 6. Whisk two eggs in one bowl. Pour bread crumbs in the second bowl. Dredge each cutlet in  the egg mix, then breadcrumbs.


7. Heat up cooking oil in a large pan. Fry the cutlets until they are golden brown.


8.Set cutlets on a paper towel to remove excess grease.


9. Serve with simple jeera rice or Biryani


Enjoy! ",0,0,0,1,0,155,10,14,6,1
Crispy Egg Fingers,"https://static.wixstatic.com/media/05c508_687cd6d9ff5c4ff7b3d953809f62d45e~mv2.jpg/v1/fill/w_938,h_938,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_687cd6d9ff5c4ff7b3d953809f62d45e~mv2.jpg",4,10,15,"Eggs 3,Salt to taste,Besan (gram flour) 4 tbsp,Red chili 1/2 tsp,Roasted cumin powder 1/2 tsp,Garlic powder 1/4 tsp,Ginger powder 1/4 tsp,Salt,Water as needed to make a smooth paste","1. Beat the eggs well with salt and pepper. 

2. Steam for 8-10 minutes.

3. On a bowl mix all the ingredients , add water gradually to make a smooth paste.

4. Heat the oil. Dip each egg strips into the mixture and fry in the hot oil till golden brown on both sides. Drain well and serve immediately. 

5. Enjoy!",1,0,0,1,0,83,5,6,4,1
Biscuits,"https://static.wixstatic.com/media/05c508_013e27f8501f4f6abfc5f93bf8e981e5~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_013e27f8501f4f6abfc5f93bf8e981e5~mv2.jpg",8,15,15,"½ cup butter,¼ cup powdered sugar,1 cup wheat flour,½ tsp baking powder,¼ tsp baking soda,¼ tsp cardamom powder,3 ½ tbsp milk","1. Mix butter with powdered sugar

2. Sift in wheat flour, baking soda, and baking powder

3. Add cardamom powder and a pinch of salt

4. Add milk and combine mixture but do not knead

5. Prepare round shape biscuits and place it on a baking sheet

6. Create a design using a fork

7. Bake in the oven for 15-20 minutes at 160°C

8. To prepare the second type of biscuit, repeat step 1 and 2 but with ap flour and without the baking soda

9. Add desiccated coconut and milk

10. Repeat step 5 and 7 

11. Ready to Enjoy!",1,0,0,1,0,204,19,3,13,1
Nankhatai Cookies,"https://static.wixstatic.com/media/05c508_e73549eefff0477fa9be3ce6407c6acc~mv2.jpg/v1/fill/w_740,h_568,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_e73549eefff0477fa9be3ce6407c6acc~mv2.jpg",10,20,15,"Plain flour 1 cup,Gram flour/besan 3 tbsp,Semolina/suji 3 tbsp,Baking powder 1 tsp,Cardamom powder 1/2 tsp,Pinch of salt,Ghee or butter 1/2 cup,Icing sugar 1/2 cup,Almond",,1,0,0,1,0,175,19,2,10,1
